Term,args.go,filepathutils.go,filereader.go,invIndex.go,main.go,matrix.go,normilizer.go,rpn.go,tokenizer.go,../is1/files/SampleTextFile_200kb.txt,../is1/files/zbrka-tvorv.fb2,../is1/args.go,../is1/dictionary.go,../is1/dictionary.txt,../is1/file_utils.go,../is1/loader.go,../is1/main.go
зірвати,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зірветься,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зірви,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зірка,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зірками,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зірки,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зірко,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зіркою,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зірку,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зірниці,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зірок,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зірці,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зісватає,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зітерлася,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зітерто,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зітнуся,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зітнуть,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зітру,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зітхав,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зітхання,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зітханнями,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зітхань,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зітхати,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
зітхать,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
и,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
й,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
й-богу,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
й-рогоносець,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йд,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йде,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йдемо,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йдемось,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йдемося,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йдете,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йдеться,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йдеш,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йди,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йди-но,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йду,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йдусь,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йдуть,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йдуться,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йдучи,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йдіть,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
йка,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йко,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йм,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ймав,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ймався,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ймавши,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ймала,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ймались,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ймане,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ймати,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ймать,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ймаю,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ймають,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ймає,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ймаєм,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ймаєте,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ймається,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ймення,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йметься,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йми,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ймила,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йму,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йн,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йна,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йне,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йни,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йний,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йник,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йника,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йники,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йнику,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йним,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йниц,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йницю,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йно,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йного,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йної,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йну,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йнув,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йнуло,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йняв,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йов,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
його,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
його-бо,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йогої,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йок,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йолоп,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йолопа,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йолопам,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йолопе,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йому,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йснився,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йснила,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йснилися,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йснилося,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йсниться,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йсняться,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йство,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йсь,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йськ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йський,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йських,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йсько,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йського,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йському,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йської,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йську,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йся,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йте,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йтесь,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йтеся,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йти,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йтиме,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йтимете,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йтиму,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йтимуть,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йтись,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йтися,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йц,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йцем,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йцю,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йця,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йшин,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йшла,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йшли,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йшлись,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йшлося,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йшов,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
йшовся,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
йшовши,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
к,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ка,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ка-розсудлив,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ка-ченця,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кабан,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кав,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кавалер,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кавалере,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кавалерів,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
каверза,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каверзник,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каверзу,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кавить,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кавиться,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
каво,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кавого,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кався,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
каву,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
каганцем,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кадмом,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кадовб,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кадовбі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
каж,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кажаняч,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кажанячі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
каже,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кажете,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кажеш,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кажи,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кажу,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кажуть,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кажучи,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кажіть,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
казав,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
казала,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
казали,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
казання,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
казати,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
казать,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
казився,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
казиться,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
казка,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
казковий,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
казку,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
казн,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
казна,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
казна-чого,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
казна-що,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
казни,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
казну,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
казні,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
казц,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
казці,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
кай,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кай-бо,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
каймо,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кайте,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кайтесь,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кал,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кала,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
калатальця,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
календар,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
календаря,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
календарі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
кали,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кались,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
калюжу,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каліка-розсудливість,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
калічать,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
калічена,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
калічить,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
кам,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
камаша,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
камбйо,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
камен,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
каменем,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
камені,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
каменів,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
камеристку,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
камзол,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
камзола,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
камзолі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ками,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
камінне,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
каміння,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
камінням,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
камінцях,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
камінь,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
каміні,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
канав,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
канаву,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
канаві,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
канарського,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
канв,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
канві,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
кання,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кануть,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кань,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кап,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
капелюс,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
капелюсі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
капелюх,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
капелюха,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
капелюхом,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
капелюшка,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
капелюшок,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каплички,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каплун,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каплунячу,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
капни,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
капосне,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
капост,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
капость,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
капості,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
каправа,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
капрал,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каптан,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каптуром,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
капусту,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
капц,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
капці,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
капшук,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
капшуков,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
капшукові,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
капітал,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
кар,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кара,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
карайтеся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
карата,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
карати,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каратись,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каратися,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
караюсь,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
караюся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
караєтешь,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
карб,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
карбункулами,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
карем,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
карет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
карета,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каретах,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каретою,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кареті,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
кари,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кармазиновий,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кармазиново-червону,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
карнавалу,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
карнавальний,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
карою,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
карськ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
карта,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
картав,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
картали,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
картати,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
картах,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
карти,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
картина,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
картини,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
картину,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
картиі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
картопл,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
картоплі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
кару,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
карфаген,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
карфагена,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
карю,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
каря,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
карями,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
каст,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кастільський,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
касувати,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кат,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
катавас,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
катавасію,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
катавасії,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
категорично,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
катер,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
катеріна,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
катеріни,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
катеріно,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
катеріно-сестро,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
катеріною,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
катеріну,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
кати,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
катись,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
катний,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
катона,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кать,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
катів,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
катівський,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
качалц,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
качалці,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
качам,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
качати,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
качем,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
качка,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каштан,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каю,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
каюс,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каюса,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каюсе,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каюсом,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каюсу,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каюсь,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
каюся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кають,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
каючи,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
каюша,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каяття,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каяттям,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кає,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
каєте,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
кається,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
каєтьшя,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
каєш,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
каїна,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кв,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
квапили,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
квапитеся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
квапиться,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
квапливе,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
квапливо,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кваплюсь,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
квапляться,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
квапся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кваптесь,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кваптеся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
кварту,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
